file_name,ipa
sin_01_01013,siya kayehi vænasum svabhāva anu va daknāsulu va.
sin_01_01014,"sivu pæneka, sivu udesumeka, sivu visaṉdumeka."
sin_01_01015,sivupiḷisimbiyāvō da aşṭavimokşayō da şaḍabhignāvō da sākşāt karaṇa ladaha.
sin_01_01016,"sivupiḷisimbiyāvō, pe, budurajānan vahansēgē sasuna karaṇaladī."
sin_01_01017,sundarabhojanasaṅkhyāta uttama āhāraya vū piṇḍapātaya da dinimi.
sin_01_01018,"suva duk śāśvata ya, suvaduk aśāśvata ya, suvaduk śāśvata da aśāśvata da vē, suvaduk śāśvata da no ma vē."
sin_01_01019,"suva vēdanā ya, dukvēdanā ya, mædahat vēdanā yi."
sin_01_01020,"suvaduk da ātmaya da lōkaya da yana me hæma aśāśvata ya, meya ma satya ya."
sin_01_01021,suvaduk da ātmaya da lōkaya da śāśvatat noma vē.
sin_01_01022,sōtaya da sōtāyatanaya da tabā sessa sōta da noma veyi.
sin_01_01023,himiyō ē mahaṇahaṭa tō aśramaṇa vehi yi cōdanā kaḷāhu ya.
sin_01_01024,himiyō tō aśramaṇayehi yi ē mahaṇahaṭa cōdanā kaḷāhu ya.
sin_01_01025,hisa vasā perevæ ætuḷugamehi no yannemi yi hikmiyæ yutu yi.
sin_01_01026,hisa vasā perevi no gilanhaṭa daham no desiya yutu yi.
sin_01_01027,he ehi no sakas koṭa hæṉdi hō no sakas koṭa perevi hō māgamaka daknē ya.
sin_01_01028,he tema pas dinak piḷisan vū ataræ avan ek sañcētanaka sukkavisaṭṭhi ævætaṭa mūlāyapaṭikassanāva saṅghayā yadī.
sin_01_01029,he temē edavasa ma kaṭayutu rahita vūyē bæhæra yayi.
sin_01_01030,he temē ē ātmabhāvayehi ālaya hærapiyā hæsirennē ya.
sin_01_01031,he nyāyasaṅkhyātakuśala dharmaya ārādhanā karanu veyi.
sin_01_01032,he pañcadvārika duḥkhaya da manodvārika duḥkhaya da viṉdī.
sin_01_01033,hetemē pirivesenuyē atara pamaṇa vū piḷisan vū.
sin_01_01034,hetemē saṅghayā gen ē ævætnaṭa samodhāna pirivesa yadiyi.
sin_01_01035,hetemē saṅghayāgen ē ævæt naṭa samodhāna pirivesa yadiyi.
sin_01_01036,hē anēkavidha vū ṛddhi koṭṭhāsaya nævata nævata viṉdī.
sin_01_01037,hē æsin rū aramuṇu dæka nimiti gannāsulu no vē.
sin_01_01038,"hē ē karuṇin satuṭa labannē da, somnasaṭa pæmiṇennē da,"
sin_01_01039,hē ē nopiḷisan sañcētanikā sukkavisaṭṭhi ævætaṭa saræyak piriya yutu mānata saṅghayāgen illī ya.
sin_01_01040,"hē ē śraddhālābhayen samanvita vūyē, gihigeyi visīma sambādhayeki, rajaspathayeki."
sin_01_01041,hē kābun maraṇin matuyehi parittābha deviyangē sahabhāvayaṭa pæmiṇeyi.
sin_01_01042,"hē kāmarāgānusaya da paṭighānusaya da no da duru no kereyi, agramārgasamaṅgī pudgala tema vicikicchānusaya da kāmarāgānusaya da paṭighānusaya da diṭṭhānusaya da duru no kereyi, hē mānānusaya no da duru no kereyi."
sin_01_01043,hē tamā yana tænaṭa pāsivuru ǣ aṭapirikara pamaṇak gena ma yeyi.
sin_01_01044,hē naraturu dveşayen haṭagannā dukdomnas noviṉdunē ya.
sin_01_01045,hē niraturu mohayen haṭagannā dukdomnas noviṉdunē ya.
sin_01_01046,hē pañcadvārika sukhaya da manodvārika sukhaya da viṉdī.
sin_01_01047,hē rūpaya pirisiṉda dannē vēdanāva saṁgnāva saṁskāra vignānaya pirisiṉda dannē rūpayen mideyi.
sin_01_01048,hē vusū pirivesa ætiyē tun ævætnaṭa saṅghayā gen saræyaka mānata yadī.
sin_01_01049,"hoti tathāgata, nahoti tathāgata, hoti ca naca hoti tathāgata, neca hoti na nahoti tathāgata, yana sūtra sataraya,"
sin_01_01050,"hō, ātmaya rūpa ættekæ yi hō, ātmayehi rupaya pavatī yæ yi hō, rūpayehi ātmaya pavatī yæ yi hō dakī."
sin_01_01051,nirōdhānudarśī vūyem āśvāsa keremi yi hikmeyi.
sin_01_01052,apa pasupasin anit ḷamayi da āha. apa āpasu ena viṭa kokā siṭiyē gē dorakaḍa bima ya.
sin_01_01053,daruvō læbuṇaṭa passē magē ammayi nōnagē ammayi dennama āvā.
sin_01_01054,"ek ek vibhāga apēkşakayinṭa vibhāgaya pævætvena dinaya, vēlāva hā vibhāga madhyasthānaya veb aḍaviyaṭa pivisīmen dænagata hækiyi."
sin_01_01055,maṁ hitannē ēka værædi ādarśayak. maitrīyen karana viplavayen kāṭavat āyit hærenna bæhæ. maṁ nōnā ammāṭa katāvak kiyanna da?
sin_01_01056,trasta sabaṉdatā oppu kaḷot illā as venavā.
sin_01_01057,ē vagēma janatāva nitara yanena mut eḷi peheḷi kara nogat mārga bohomayak tibenavā.
sin_01_01058,kārmika aṁśaya menma tākşaṇika pætta gænat magē avadhānaya yomu vuṇā.
sin_01_01059,ema æmuṇum rajayē mudraṇālayē mudraṇaya karavā ayavæya vivādaya ataratura kālayē sǣma mantrīvarayekuma ataṭa patkaranu læbuvā.
sin_01_01060,nisala nimnaya podu susāna bhūmiya tuḷaṭa kisima kenakuṭa anavasarayen enna bǣ!
sin_01_01061,maharagama hā hōmāgama avaṭa ada pæya visi hatara ka jala kappāduvak!
sin_01_01062,ehidī ema mudalaṭa sarilana sēvaya nokara sēvakayā hō sēvikāva venat sthānayakaṭa giyahot hāmputāṭa ætivana pāḍuva ohu eraṭa rækiyā niyōjitayāgen illā siṭī.
sin_01_01063,ema vistara patrikāvē vam pasa ihaḷin pæhædilivama dakvā ættē 'karuṇākara iṁgrīsiyen puravanna' yanuveni.
sin_01_01064,raṭaval gaṇanāvaka kalāpīya hā antarjātika samuḷu gaṇanāvak avalaṁgu vī tibē.
sin_01_01065,ohuma īḷaṉga pakşa nāyakayā hā vipakşa nāyakayā venavā nam īḷaṉga mætivaraṇayaṭa maṁ idiripat venne nǣ.
sin_01_01066,pasudina (desæmbar navaya) æya koḷamba adhikaraṇa vaidya niladhāriniyak hamuvaṭa hā adhikaraṇa mānasika vaidya vārtāvak kæṉdavīmaṭada kaṭayutu yodana ladī.
sin_01_01067,avurudu hatarahamārak āpassaṭa giya raṭak idiriyaṭa gena yanna apiṭa vagakīmak tiyenavā.
sin_01_01068,pērādeṇiya sarasavi sisu akhaṇḍa panti varjanayak.
sin_01_01069,ekdahas navasiya anū hatarē podu peramuṇa goḍanaṉgana avasthāvēdī mē pakşaya itāmat suviśēşī kāryabhārayak iṭu kaḷā.
sin_01_01070,kṛtrima rā hevat gōḍā līṭar ekalakşa panasdahasak tibuṇē līṭar dedahasa bæral tis dekaka saha līṭar pandahasa bæral hayaka bahālamini.
sin_01_01071,mama huṉgak velāvaṭa yurōpīya kalā nirmāṇa rasaviṉdinavā. potapata kiyavanavā. yurōpīya sinamā kṛti narambanavā.
sin_01_01072,ema taragāvaliya hæṉdinvennē navasīlanta pramukha peḷa līg neṭbōl taragāvaliya lesaṭayi. mema taragāvaliyaṭa kaṇḍāyam hayak sahabhāgi vē.
sin_01_01073,"ē kālē pāsal ḷamunṭa citrapaṭavala raṉgapānna dennē næhæ, avasara ganne nætuva."
sin_01_01074,mē vanaviṭa lōkayē mudal bhāvitaya ivat vemin yanavā.
sin_01_01075,antarjātika kāntā dinaya yedī ættē mārtu aṭa vænidāṭayi.
sin_01_01076,ekdahas navasiya hættǣvē vagē ē eka karattayakin rupiyal dahayak tamayi ætuḷuvīmē gāstuva vidihaṭa gattē.
sin_01_01077,ekē rekōḍin ekakaṭa gihin ena ataratura ada pāndara tamayi mē anatura velā tiyennē.
sin_01_01078,poḷonnaruvē laṁgama paudgalika bas ratha sēvaka gæṭuma dura diga gihin laṁgama bas varjanayaka.
sin_01_01079,lōka kusalāna taragāvaliyaka nuvan sahabhāgī vū mulma taragaya meya vīmada viśēşatvayaki.
sin_01_01080,mīṭa māsa tunakaṭa pera aliyā gahalā ek ayek apē gamē mæruṇā.
sin_01_01081,poḷonnaruva distrikkayen sahatika milaṭa vī kilō panas dahasak miladī gænīmē rajayē væḍapiḷiveḷak.
sin_01_01082,venama sthānayak sakasana turu mē sthānayē aḍupāḍu sapurāgena pavatvāgena yamu. sabhāpati mēnaka vimalaratna mahatā kaviratna mantritumāgē katāva ætta.
sin_01_01083,laṁkāvē maha bæṁkuva maha daval eḷipiṭa horakam kalā.
sin_01_01084,"saratcandra, surābadu parīkşaka prasād maṁjula, surābadu niyāmaka ajit (navasiya hættǣ haya), kuruppu (navasiya hataḷis aṭa), dhammika (ekdahas tis tuna), sajit (ekdahas ekasiya panas hatara), gayān (ekdahas ekasiya hættǣ hatara), vīrasiṁha (ekdahas ekasiya anū tuna) saha surābadu riyæduru nuvan da ekva sidukarana ladī."
sin_01_01085,svayaṁpōşita artha kramayak harahā saṁvardhanaya vī siṭi jātiyak saṁvardhanaya vemin pavatina jātiyak bavaṭa pat kaḷē kavuda?
sin_01_01086,saṁcāraka - dhīvara karmānta diyuṇuvaṭa sajitgen janādhipati kāryasādhaka baḷakāyak.
sin_01_01087,aṉdura atarin geya desaṭa piyaman kaḷē tama sæmiyā bava jayalatā vahā aṉdunā gattā ya.
sin_01_01088,idiri maha mætivaraṇayēdī kisidu dēśapālana pakşayak bhikşun vahansēṭa nāma yōjanā labādīmen vaḷakinna.
sin_01_01089,eviṭa veḷeṉdasalaṭa sahal miṭiyak rægena enaviṭa eya rupiyal hāradahas navasiya panahak pamaṇa vana bava ovuhu pavasati.
sin_01_01090,"magē tāttage tāttā, ē kiyanne magē sīyā, aḍu vayasin miya giyā."
sin_01_01091,"oba, oba gæna ma duk venu; satuṭu venu; paścāttāpa venu; puduma venu æta."
sin_01_01092,gam maṭṭamin bim maṭṭamin itā sārthakava eya sidu kerenavā.
sin_01_01093,ē saṉdahā ohuṭa tibena śuddha vu ayitiya kumakda yanna yahapālanaya venuven kæpavū samaharunṭada amataka vī tibē.
sin_01_01094,ehidī viśēşagnayingē saha nīti keṭumpat kirīmē depārtamēntuvē sahāya ē saṉdahā labāgata hækiya.
sin_01_01095,mudalaṭa giju vī minis jīvita anaturē dæmu kāntāvak ukusu æsaṭa hasu veyi.
sin_01_01096,kænaḍā rækiyā penvā kōṭi gaṇanakaṭa polu tibba taruṇiyaṭa ekoḷos lakşa panas dāhak daḍa.
sin_01_01097,ē venuven mulin ma karanna ōna ē vidihaṭa yōdhayek bavaṭa patveyi kiyalā hitanna puḷuvan aya va samājayen haṉdunāganna eka.
sin_01_01098,sækakaru hā gaṁjā da trirōda rathaya da taṇamalvila mūlasthāna polisiyaṭa bhāradī æta.
sin_01_01099,"ē anuva mē vana viṭa kaṭuvāpiṭiya, maḍakalapuva hā koccikaḍē prahāravalin miyagiya ekasiya deka denā hā tuvāla læbū hataḷis deka denā venuven mūlika vandi mudal gevīma mē vana viṭa avasan kara tibenavā."
sin_01_01100,"binduvayi hatayi hatayi aṭayi hatayi ekayi hatayi hatarayi ekayi tuna - kaḍavata, nugēgoḍa, gampaha, dehivala, hōmāgama, mīgamuva, kaḍuvela. binduvayi hayayi pahayi aṭayi ekayi haya - iṉdum hiṭum tibē vædagat ḷamunṭa kāmarayak kuliyaṭa æta."
sin_01_01101,mē nisā mekī tē kilōvak saṉdahā tē vendēsiyēdī uparima milak læbīma pahataraṭa tē nişpādakayan læbu jayagrahaṇayaki.
sin_01_01102,mēka væradi væḍak kiyalā hitanavā nam oyālā nīti mārgayen kaṭayutu karanna.
sin_01_01103,liṁgika hiṁsana cōdanāvaṭa lakvū sēvakayin gūgal samāgamen nerapayi.
sin_01_01104,ehet vidēśa salli hā venat ādhāra upakāra hamuvē mē suḷutarayaṭa raṭē bahutaraya men kriyākirīmaṭa hækiya.
sin_01_01105,ē davas vala siṭa cīna guvan viduliya laṁkāvē rajayen illīm kaḷā ef.
sin_01_01106,anē! ehema karagena yanakoṭa vagāva pīdilā hæḍa gahalā enakoṭa niyaṉgaya āvā.
sin_01_01107,"eya daruvāgē varadak novē, vartamāna daruvāṭa nidahasē sitannaṭa avakāśayak næta."
sin_01_01108,utsavaya mātara nūpē maṁsandhiyē pihiṭi pæræṇi ōlanda veḷeṉda saṁkīrṇayē dī pævætviṇi.
sin_01_01109,maha kannayēdī rupiyal miliyana desīyaka vitara ratu kækuḷu saha sudu kækuḷu vī asvænnak api miladī gannavā.
sin_01_01110,kīvē maitrī pālanayak - geniyannē tuccha pālanayak!
sin_01_01111,"devæni piyavara vannē hæki taram kṛşikārmika, kārmika saha sēvā aṁśa diyuṇu koṭa apanayana veḷeṉdapoḷa vardhanaya kirīmaṭa piyavara gænīmayi."
sin_01_01112,kulatuṁgagē meheyavīmen ehi aparādha aṁśayē sthānādhipati polis parīkşaka ē.en.pī. jayaratna.
sin_01_01113,ek āsanayakaṭa rækiyā ekadahasa k labādīmaṭa sæḷasum kara tibenavā. svayaṁ rækiyā ādhārat labādenavā.
sin_01_01114,vayamba - sabaragamuva paḷāt yā karana bujjomuva tulhiriya pālamē væḍa ataramaṉga nævatilā.
sin_01_01115,"galkissa - jānaka gōmas, potupiṭiya - sumit raṇavaka, koḷamba - em.sī. mæṇikē."
sin_01_01116,keheḷiya rambukvælla kivvē paḷāt sabhā kramayē sidukarannaṭa yana venaskam piḷibaṉdava indiyāva dænuvat karanna yanavā kiyalayi.
sin_01_01117,koṭagala veḷeṉdasalak biṉda eklakşa dasa dahasaka mudal hā jaṁgama durakathana kāḍpat sorāgena.
sin_01_01118,aliyāṭa piṭupā fonsēkā passen væṭuṇāṭa tidenekuṭa sāmājikatvaya nǣ.
sin_01_01119,edina dahaval kaṭhina cīvaraya sahita mahā saṉga satu dānamaya pinkama pævætvē.
sin_01_01120,"amba pæn, damba pæn, æṭa kesel, mas kesel, mī pæṇi, midi pæn, ōlu pæn boralu amuṇu pæn ādiya mē yaṭatē nirdēśa koṭa æta."
sin_01_01121,"gæmi hō nāgarika vēvā, duppat hō pohosat vēvā mē atdækīm pāṭhakayā vælaṉda gannē ehi vana viśvasanīyatvaya nisā yæyi sitē."
sin_01_01122,kaṉdangamuva mahatā polīsiyaṭa saṉdahan kara æti andamaṭa ohugē jīvitayaṭa tarjanayak ella vī ættē nāṉdunana pudgalayan ohu padiṁci nivesa vaṭā sækakaṭayutu ayurin særi særīma nisā.
sin_01_01123,mavbima puvaten pasu minnēriya yōdha æḷē ihaḷa koṭasa sudda karanna avasara.
sin_01_01124,plāsṭik sellam baḍu parisarayaṭa barapataḷa tarjanayak.
sin_01_01125,ada siduvī tibennē janādhipativarayā maha daval mætivaraṇa nīti ullaṁghaṇaya kirīmayi.
sin_01_01126,jātika ārakşāvaṭa kisiṉdu tarjanayak nomæti bava yuda hamudāpati kiyayi.
sin_01_01127,"piṭakoṭuva-pānadura, piṭakoṭuva-moraṭuva, piṭakoṭuva-matugama mārgavala paudgalika bas ratha himiyan ada (tiha) peravaruvē siṭa varjanayaka nirata vē."
sin_01_01128,digin digaṭama ekama nambar valin misḍ kōl enavanam blok karalā dānna puḷuvan.
sin_01_01129,plāsṭik bhājana venuvaṭa mæṭi bhājana yodāganna puḷuvan.
sin_01_01130,'kavikāra sita' gītaya kālayak jātika rūpavāhiniyē sit gat gīvala ihaḷin 'hiṭ' vuṇa sinduvak.
sin_01_01131,tāttaṭa mona praśna - apahasutā tibuṇat salli næti davas ōna taram.
sin_01_01132,navīna rōhalak labādunnat pæraṇi upakaraṇa labādīmaṭa tamayi sæḷasum kara tibunē.
sin_01_01133,daṇḍugam oyē oru pædīmaṭa giya dedeneku diyē gilī aturudahan.
sin_01_01134,dikōviṭa dhīvara varāya tāvakālikava vasā dæmīmaṭa piyavara gat bava varāya kaḷamaṇākaru es.ē.ṭī. mutubaṇḍā kiyayi.
sin_01_01135,namut eya sæbǣ caritayak padanam karagat katāvak musu vū sinamā nirmāṇayak bava karīnā dæna siṭiyā.
sin_01_01136,eyāgē niyōjya nāyaka sajit prēmadāsa bava kāṭavat amataka nǣ.
sin_01_01137,esē vuvat kaṇḍāyam tuḷat krikaṭ paripālanaya tuḷat gæṭalu kihipayakma matu vī tibuṇi.
sin_01_01138,"ekatu vīm, kæḍīm-biṉdīm sidu vanna puḷuvan; ven vīm ek vīm tibenna puḷuvan."
sin_01_01139,pṛtugīsīn pavā ē dūpataṭa pæmiṇa tibuṇē landēsi kapitānvarayāṭa dænuṇu suvaṉda digē ma ya.
sin_01_01140,yāpanaya bandhanāgārayē raṉdavā siṭi indīya jātikayā paḷā gihin.
sin_01_01141,aneka mæṭi vyāpārikayō mæṭi kapannē kisima kramavat vidhiyaṭa nemē.
sin_01_01142,eya akhaṇḍava pavatvāgena yǣmayi vædagatma dē. apagē kiri govīngen kiri ekatu kirīma akhaṇḍava sidu kaḷa yutuva tibuṇā.
sin_01_01143,'eka ma praśne niruvat vena eka naṁ onna dæn maṁ niruvat!' inpasse æya gæmburu bhāvanāvaka nirata vuṇā.
sin_01_01144,ē mokut nætiva mahinda mahattayāgē podu peramuṇa laṁkāva vaṭā lakşa panahak chandaya gattā.
sin_01_01145,dæn væḍipura hāl tiyennē hāl veḷeṉda poḷaṭa dānne næti mahā parimāṇa vī mōl himiyō ḷaṉga.
sin_01_01146,lōkayē diyuṇu jātīn ē tatvayaṭa atpat karagattē minissunṭa gaurava kirīmeni.
sin_01_01147,"enisā vissavæni saṁśōdhanayen kisidu avasthāvaka raṭa bedana, raṭa kæḍena tatvayak udā novana bava gauravanīya hāmuduruvan vahansēlāṭa api avadhāraṇaya karanavā."
sin_01_01148,pahara atē æṉgili pahaṭa ma vædiṇa. putā kǣ dennaṭa vūyēya.
sin_01_01149,"līsiṁ finǣns, lakşayakaṭa māsika vārikaya dedahas ekasiya anū navayē siṭa."
sin_01_01150,"mē davasvala kāget mātṛkāva ellum gaha ya, maraṇa daḍuvama ya. avasāna varaṭa vælikaḍa bandhanāgārayē ellā marā damanu læbuvē tissamahārāmayē vægapiṭiya."
sin_01_01151,anurasiri vahāma idiripat vī bayisikalayē rōda dekē huḷaṁ arina lesa kīvēya.
sin_01_01152,mīṭa pera avasthāvala dī golf samāja samaga ekva kaṭayutu kirīmaṭa eṭisalāṭ samāgamaṭa hækiyāva læbuṇat mevara atvæl bæṉdaganu labannē paḷamu varaṭayi.
sin_01_01153,ran bhāṇḍa himi kāntāva siddhiya sambandhayen kǣgalla mūlasthāna polisiyaṭa pæmiṇili kaḷāya.
sin_01_01154,api balayaṭa ganna koṭa ek kōṭi visi lakşayak kontrātkāra samāgamaṭa dīlā.
sin_01_01155,'miniha mæricca gǣniṭa naginḍa' ācci kivva. 'oyāge svāmipuruşayā nætivelā'
sin_01_01156,dedahas pahaḷova maha mætivaraṇayēdī evakaṭa liyāpadiṁci chandadāyakayin gaṇana vū hayalakşa visidahas hārasiya asū aṭa denāgen siyayaṭa asūvak chandaya bhāvitā kara tibiṇi.
sin_01_01157,ohugē nivasē væḍaṭa giya kālayē ē dǣta varin vara magē śarīraya purā diva giyē amutuma mihiriyāvak matu karamini.
sin_01_01158,ada ekī pāsala hæṉdinvennē ruvanvælla rājakīya vidyālaya yanuveni. ē kālē iskōlē davalṭa bat denavā.
sin_01_01159,"perērā, nelsan vīrakkoḍi saha gāmiṇi silvā yana tama kaṇḍāyam sagayanda ādarayen sihipat karamini."
sin_01_01160,etænin ærambuṇu liyam - milē pem katāva galā giyē bādhaka kamkaṭolu mædin.
sin_01_01161,"ē piḷibaṉdava baladhārin, vidyāgnayan, niladhārin ikman avadhānaya yomu kaḷa yutuya. muhudaṭa plāsṭik ā viṭa tal masun ēvā āhāra lesaṭa haṉdunāgena plāsṭik āhārayaṭa ganiti."
sin_01_01162,maṁ kalpanā karā mokak hari væradi deyak magē atin kiyavuṇā vatda kiyalā.
sin_01_01163,bæṉdalā avuruddakaṭa kiṭṭu veddi galkissa maha hōṭalē væḍa karapu nōnagē ayiyā mārgayen rassāvak hoyāgena eheṭa āvā.
sin_01_01164,illuvē rækiyā læbunē usāvi niyōga - akhaṇḍa satyagrahaya digaṭama.
sin_01_01165,bohō denā æya sambandhava pavasā siṭiyē æya 'itā bhayānaka pudgalayaku' bavayi.
sin_01_01166,"kaḍulu paha bægin hæṭa hata vatāvak da, kaḍulu dahaya bægin visi deka vatāvak da, davāganimin vārtā piṭa vārtā tabā tibē. murali ekdahas navasiya anū tuna agōstu doḷos vænidā indiyāvaṭa erehiva ekdina varam labannē hættǣ væni krīḍakayā lesini."
sin_01_01167,vædagat vennē minissu vidihaṭa jīvat vena eka.
sin_01_01168,"baṭahira indīya kodev, baṁglādēśaya saha simbābvē piḷiveḷin hatvæni, aṭavæni saha navavæni sthānayanhi pasuvē."
sin_01_01169,pātāla kalli nāyakayan aṭa deneku raṭin pæna giyet ē tatvayaṭa muhuṇa denna bæriva.
sin_01_01170,nivesē idiriyē ḷiṉda tuḷa tibū bava polisiyē mūlika parīkşaṇavalin heḷi viya. polis sunakhayan genvā vimarśana kara sirura goḍa gena æta.
sin_01_01171,vimasīm : binduvayi hatayi hatayi hatayi pahayi aṭayi hatarayi hatayi hayayi tuna. vividha vikiṇima irū tēkka lī saha alut poliş nokarapu æṉdi puṭu visi hatara k vikiṇīmaṭa.
sin_01_01172,ē vagēma dedahas pahaḷova siṭama mē āṇḍuva karapu kiyapu dē nisi paridi janatāvaṭa pracāraṇaya koṭa mætivaraṇavalaṭa śaktimatva muhuṇa denavā.
sin_01_01173,hantāna karmānta koṭasa baṭahira koṭasa hā rāman dēvāla koṭasa saṉdahā vīthi lāmpu pahaḷovak savikirīmaṭa anumætiya labāgænīma saṉdahā yōjanā karanavā.
sin_01_01174,janādhipativarayā kaḷa ē kaltæbīmaṭa viruddhava api raṭa purā hæma gamakama hæma distrikkama maha ræsvīm pævætvuvā.
sin_01_01175,bas rathayak hā trīrōda rathayak ekineka gæṭīmen anatura siduva æti bava saṉdahanya.
sin_01_01176,lihiṇi pot upadina viṭa siṁhala bhāşāva gæna etek asannaṭa læbuṇē mevæni katā ya. 'siṁhala bhāşāva bohōma duppat ya'
sin_01_01177,esē nokarapu niladhārīngē nila æṉdum galavalā dānna ōnǣ.
sin_01_01178,kohoma hari avasan saṭana ārambha vuṇāṭa passe apiṭa loku vagakīmak āva mē pætta ārakşā karaganna.
sin_01_01179,ek sthānayaka gǣs hiṉgayaṭa virōdhatā dækvū pudgalayan gǣs alevi sthānayaṭa kuṇu bittara damā gasā æti ayuru daknaṭa læbiṇi.
sin_01_01180,tirasara saṁvardhana væḍapiḷiveḷa tuḷa parisaraya piḷibaṉda dakvana unanduvada imahatya.
sin_01_01181,pasugiya rajayē ranmāvat væḍasaṭahanin biliyana hataḷis hatak gevā nǣ!
sin_01_01182,pāribhōgika adhikāriya kī pamaṇin obaṭat maṭat sihivannē kumakda?
sin_01_01183,pahu giya kālayē aluten citrapaṭa śālā kīyak hadalā tiyenava da?
sin_01_01184,sidukaḷa paścāt maraṇa parīkşaṇavaladī vasa kǣmaṭa dī æti bavaṭa anāvaraṇaya noviṇi.
sin_01_01185,māyi putayi diyē gilī maḷā. ēt maṭa putā ōnǣ.
sin_01_01186,utsava bhūmiyē iṉdalā tamayi janatāvaṭa gal gahalā tibennē.
sin_01_01187,siyambalā dalu hā mal vyaṁjanayak lesada āhārayaṭa ganiyi. akmāvē tænpat vana mēdaya diya kara hærīmaṭa siyambalā upakāri vē.
sin_01_01188,mē gedara tamayi eyāge daru pavula jīvat venne.
sin_01_01189,ebævin mē sambandhayen adāḷa baladhārīn pudgalika vāsi labāgænīma hō venat pārśvayaka balapǣmak mata sidu vī æti bava sādhāraṇa sækayak pæna næṉgē.
sin_01_01190,ē vagēma tamayi korōnā āvama kīvā 'desiya visi pahaṭama korōnā hædenna ōnǣ' kiyalā.
sin_01_01191,heṭa davasē abhiyōga ada davasē bādhāvak karagatayutu nǣ.
sin_01_01192,"amerikānu eksat janapada ḍolaraya, yurō, japāna yen, kænaḍā ḍolaraya, ōsṭrēliyā ḍolaraya dṛḍha mudal vē."
sin_01_01193,avasānayē ovungē dahadiya kaṉduḷu vagēma sirurat mē poḷavē sāravat karanna kæpakaḷā.
sin_01_01194,mætivaraṇa kālayaṭa vitarak janatāva ataraṭa ena bohomayak apēkşakayan janatāva suraṁganā lōkavalaṭa rægena yanavā.
sin_01_01195,"chandaya karanna nam mætivaraṇa komisama, saukhya sēvā adhyakşavarayā, saukhya aṁśa, ārakşaka aṁśa hā dēśapālana pakşavala ekaṉgatāvak tiyenna ōna."
sin_01_01196,loku putayi poḍi putayi ætuḷuva okkōma aṭa denek ratnapura gamanaṭa sahabhāgi vuṇā.
sin_01_01197,"apē mutun mittan kumburē væḍa karaddī ekadigaṭama neḷum kavi, goyam kavi gāyanā kaḷā."
sin_01_01198,ohu divi hāni kara gænīmaṭa hētuva anāvaraṇaya vī næta. maḷa sirura māravila mūlika rōhalē tænpat kara æta.
sin_01_01199,"aḍuma taramē janatāvaṭa dun porondu valin ekakvat iṭu kaḷē næti bava pæhædiliyi. eksat jātika pakşayē nāyakayan dekaṭa bedilā, pakşaya kaḍāvæṭilā."
sin_01_01200,esēma mārgayaṭa væṭuṇu viśāla gal tavamat ivat nokara tibīmen vāhana gamanāgamanayaṭa da bādhā æti vī tibē.
sin_01_01201,"potupiṭiyē podu susāna bhūmiyē sohon gē garā væṭilā avurudu kihipayak venavā - kīrtipāla potupiṭiya, sumit raṇavaka."
sin_01_01202,hættǣ hatvæni viyēdī jīvitayen samugat æya kāgē kavudæyi kiyā nodannē ehemat keneki.
sin_01_01203,pænalā yannē nǣnē. æpa panatē dahahatara vagantiyaṭa væṭena varadak tibenavāda?
sin_01_01204,namut āgamika nāyakayan oba pakşayaṭa diri dena bavak penennaṭa næhæ. 'næhæ eya værædiyi'
sin_01_01205,evan vū ādara katāvak mulkara ganimin liyævuṇu hari apūru prēma gītayak pasugiyadā asannaṭa læbiṇi.
sin_01_01206,koḷamba koṭuva dumriya sthāna adhikāri sarat patiraṇa viśrāma labayi.
sin_01_01207,gṛha bhāṇḍa vikiṇīma: bhāvitayen ivatalū navīna gṛha bhāṇḍa itāmat aḍumilaṭa.
sin_01_01208,tama raṭa venuven idiripat vī siṭina nāyikāvaṭa suba pætīma piṇisa ægē ādhārakaruvan ræsak da mē vanaviṭa hēg nagarayaṭa gos ætæyi vārtā vē.
sin_01_01209,hiṭapu yuda hamudāpati ārakşaka māṇḍalika veyi - dayā ratnāyakaṭa hamudāpati puṭuva.
sin_01_01210,ihaḷa jīvana maṭṭamak pavatina raṭavala mevæni vārgika gæṭum æti vannē næhæ.
sin_01_01211,īṭat ehāṭa giya kāraṇayak metendi podujana peramuṇaṭa hataḷis hatarayi daśama hayayi navaya ka pratiśatayak læbilā tiyenavā.
sin_01_01212,vibhāgayak kiṭṭu vuṇahama maṭa tiyennē eyāṭa pāḍam mataka tiyenavada kiyalā ahanna vitarayi.
sin_01_01213,"hæmaviṭama itihāsaya aluten liyā ættē sihina dakinnaṭa, ē sihina hambā yannaṭa abhiyōga mæda, kæpakirīm kaḷa minisun visini."
sin_01_01214,buttala siṭa yāla abhaya bhūmiya māyimen kataragama dakvā divena raja māvata ki.mī. visi pahak kāpaṭ kara næhæ.
sin_01_01215,"mama ekak kiyannam, dæn āṇḍu kīyak piṭipassē mē minissu gihillā tanaturu gattada?"
sin_01_01216,"ema nisā pera pāsal guruvariyanṭa, sahāya pālikāvanṭa rajayen væṭup gevanavā."
sin_01_01217,etumāṭa ema veḍi paharaval vædīmen pasu papuva allāgena nivasa ætuḷaṭa yaddi sōmārāma ē piṭupasa giyaha.
sin_01_01218,emenma mehidī pudgalayin dedeneku jīvitakşayaṭa patviya.
